addr,x,log1pexp,signed_raw,twos_complement
292,-3.433040078201368,0.031778309593334345,4,4
293,-3.4173998044965783,0.032271240975396485,4,4
294,-3.4017595307917885,0.03277169391177881,4,4
295,-3.3861192570869987,0.03327977932278208,4,4
296,-3.370478983382209,0.033795609646215335,4,4
297,-3.354838709677419,0.034319298854525636,4,4
298,-3.339198435972629,0.03485096247200667,4,4
299,-3.3235581622678394,0.03539071759208265,5,5
300,-3.3079178885630496,0.03593868289466351,5,5
301,-3.2922776148582598,0.0364949786635673,5,5
302,-3.27663734115347,0.03705972680400567,5,5
303,-3.26099706744868,0.037633050860127755,5,5
304,-3.2453567937438903,0.03821507603261806,5,5
305,-3.2297165200391005,0.03880592919634344,5,5
306,-3.2140762463343107,0.03940573891804405,5,5
307,-3.198435972629521,0.04001463547406328,5,5
308,-3.182795698924731,0.040632750868110995,5,5
309,-3.167155425219941,0.04126021884905456,5,5
310,-3.1515151515151514,0.04189717492873189,5,5
311,-3.1358748778103616,0.04254375639978028,5,5
312,-3.1202346041055717,0.04320010235347472,6,6
313,-3.104594330400782,0.04386635369756939,6,6
314,-3.088954056695992,0.044542653174135284,6,6
315,-3.0733137829912023,0.04522914537738717,6,6
316,-3.0576735092864125,0.04592597677149251,6,6
317,-3.0420332355816226,0.04663329570835492,6,6
318,-3.026392961876833,0.04735125244536441,6,6
319,-3.010752688172043,0.04807999916310634,6,6
320,-2.995112414467253,0.04881968998302098,6,6
321,-2.9794721407624634,0.04957048098500482,6,6
322,-2.9638318670576735,0.050332530224945306,6,6
323,-2.9481915933528837,0.05110599775217939,7,7
324,-2.932551319648094,0.0518910456268669,7,7
325,-2.916911045943304,0.052687837937269,7,7
326,-2.9012707722385143,0.05349654081692159,7,7
327,-2.8856304985337244,0.054317322461693816,7,7
328,-2.8699902248289346,0.05515035314672068,7,7
329,-2.854349951124145,0.05599580524319937,7,7
330,-2.838709677419355,0.056853853235037756,7,7
331,-2.823069403714565,0.05772467373534395,7,7
